date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:23	4139/4139	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:06:19%20GMT	https://billing.questdiagnostics.com/PatientBilling/showLabCodeList.action	D:/OKK/billing.questdiagnostics.com/PatientBilling/showLabCodeList.html	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:24	3494/3494	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:06:19%20GMT	https://billing.questdiagnostics.com/PatientBilling/showLabCodeListForEbill.action	D:/OKK/billing.questdiagnostics.com/PatientBilling/showLabCodeListForEbill.html	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:25	2995/2995	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/TextVal.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/TextVal.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:26	253669/253669	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery-ui-1.12.1.min.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery-ui-1.12.1.min.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:27	288580/288580	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery-3.6.0.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery-3.6.0.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:28	20586/20586	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery.blockUI-2.70.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery.blockUI-2.70.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:28	10317/10317	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery.maskedinput-1.4.1.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery.maskedinput-1.4.1.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:28	36305/36305	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery.uniform-4.2.3.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery.uniform-4.2.3.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:28	4341/4341	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery.cookie.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery.cookie.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:29	32530/32530	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/quest.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/quest.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:29	60299/60299	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/raphael.1.5.2.min.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/raphael.1.5.2.min.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:30	11788/11788	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/tc.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/tc.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:30	50725/50725	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:30	32477/32477	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery.tablesorter.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery.tablesorter.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:31	13422/13422	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/jquery.tablesorter.pager.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/jquery.tablesorter.pager.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:31	324/324	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2001:31:34%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/js/tealium.js	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/js/tealium.js	(from https://billing.questdiagnostics.com/PatientBilling/PatientBillingDef.action?fromLink=doPayment)
23:34:32	4549/4549	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_35792A_256x240.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_35792A_256x240.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/jquery-ui-1.11.4.custom.css)
23:34:32	6299/6299	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_ffffff_256x240.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_ffffff_256x240.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/jquery-ui-1.11.4.custom.css)
23:34:32	4549/4549	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_034C1F_256x240.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_034C1F_256x240.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/jquery-ui-1.11.4.custom.css)
23:34:33	4549/4549	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_C35600_256x240.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/images/ui-icons_C35600_256x240.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/custom-theme/jquery-ui-1.11.4.custom.css)
23:34:33	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:28%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_sprite.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_sprite.png	(from https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.css)
23:34:34	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:29%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_loading.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_loading.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.css)
23:34:34	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/blank.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/blank.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.css)
23:34:35	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:30%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_overlay.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_overlay.png	(from https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.css)
23:34:35	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:30%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_sprite@2x.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_sprite@2x.png	(from https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.css)
23:34:35	1164/1164	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Aug%202024%2018:06:31%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_loading@2x.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/fancybox/fancybox_loading@2x.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/fancybox/jquery.fancybox-2.1.5.css)
23:34:36	2843/2843	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts.css	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-base.css)
23:34:36	11248/11248	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/uniform.css	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/uniform.css	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-base.css)
23:34:36	1388/1388	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/both_flat.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/both_flat.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-base.css)
23:34:37	1328/1328	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/asc_flat.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/asc_flat.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-base.css)
23:34:37	1308/1308	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/desc_flat.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/desc_flat.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-base.css)
23:34:37	5174/5174	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/uniform.billing.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/uniform.billing.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-base.css)
23:34:38	59182/59182	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/bg.billpay.options-menu.jpg	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/bg.billpay.options-menu.jpg	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:40	103/103	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/icon.bullet.red.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/icon.bullet.red.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:40	1537/1537	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/icon.success.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/icon.success.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:40	1787/1787	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/rotation.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/rotation.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:40	1009/1009	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/icon.action.arrow.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/icon.action.arrow.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:41	1009/1009	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/icon.action.arrow.hvr.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/icon.action.arrow.hvr.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:41	1068/1068	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/icon.action.arrow.fff.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/icon.action.arrow.fff.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:42	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/bg.dbdbdb.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/bg.dbdbdb.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:42	1674/1674	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/sprite.toggle.png	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/sprite.toggle.png	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:42	183/183	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/bg.button.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/bg.button.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:42	371/371	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/bg.nav-section.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/bg.nav-section.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:43	734/734	---M--	200	added ('OK')	image/gif	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/images/circle_ball_rotation.gif	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/images/circle_ball_rotation.gif	(from https://billing.questdiagnostics.com/BillingWebCommons/css/quest-patient.css)
23:34:45	315797/315797	---MC-	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2018:06:39%20GMT	https://billing.questdiagnostics.com/PatientBilling/PatientContactUsExternal.action	D:/OKK/billing.questdiagnostics.com/PatientBilling/PatientContactUsExternal.html	(from https://billing.questdiagnostics.com/PatientBilling/eBillMarketing.action)
23:34:46	41265/41265	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.eot	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:46	41265/41265	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.eot?	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regulard41d.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:47	49844/49844	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.woff	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.woff	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:47	115716/115716	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.ttf	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.ttf	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:48	41362/41362	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.eot	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:49	481333/481333	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.svg	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-regular.svg	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:50	50040/50040	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.woff	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.woff	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:50	41362/41362	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.eot?	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-boldd41d.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:50	116772/116772	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.ttf	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.ttf	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:52	44908/44908	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.eot?	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italicd41d.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:52	44908/44908	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.eot	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:52	476047/476047	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.svg	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-bold.svg	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:53	54632/54632	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.woff	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.woff	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:54	125308/125308	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.ttf	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.ttf	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:54	39403/39403	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.eot	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:55	47460/47460	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.woff	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.woff	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:55	39403/39403	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-light.eot?	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-lightd41d.eot	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
23:34:55	462878/462878	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2019%20Sep%202023%2001:31:32%20GMT	https://billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.svg	D:/OKK/billing.questdiagnostics.com/BillingWebCommons/css/fonts/lineto-akkurat-pro-italic.svg	(from https://billing.questdiagnostics.com/BillingWebCommons/css/fonts.css)
